bccgcoD_0;bpaadD_0;bpcgrU_0;bpcinV_0;bpcnuM_0;bprnaM_0;crN_0;credattiM_0;ctY_0;cuR_0;naF_0;ostauZ_0;ptE_0;reP_0;reP_1;teL_0;tsccoD_0;upddattiM_0;vacbpR_0
;01;4111SHELLHOP-CH;4111SHELLHOP-CH;4111SHELLHOP-CH;SHELL HOPITAL CHU; ;2022-03-23T22:29:13; ;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-23T02:27:23;NOR
;01;4111SHELLLY-TEC;4111SHELLLY-TEC;4111SHELLLY-TEC;SHELL LYCEE TECHNIQUE; ;2022-03-23T22:32:30; ;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-04-23T22:25:30;NOR
;C1;4111SHELLMITT;4111SHELLMITT;4111SHELLMITT;SHELL MITERRAND;CIABJ2020A-17867;2024-09-19T23:44:04;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA;0708129050;900;2025-05-13T00:08:53;AIRSI
;C2;4111SHELLMOOSSO;4111SHELLMOOSSO;4111SHELLMOOSSO;SHELL MOOSSOU;CI-TDI2015-B110;2024-04-19T19:57:34;GRAND BASSAM;XOF;1513377W;300000.0;CC1;SERAPHIN;OLGA;07010999;900;2025-06-13T22:45:21;AIRSI
;C1;4111SHELLPREMOT;4111SHELLPREMOT;4111SHELLPREMOT;KHAD-CI ENERGY SHELL PREMOTO VRIDI;CI-ABJ032021-B12-018;2025-06-14T00:25:20;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA;0747779256;900;2025-06-14T00:25:20;AIRSI
;01;4111SHELLSAINTE;4111SHELLSAINTE;4111SHELLSAINTE;SHELL SAINTE THERESE; ;2022-03-23T22:41:21; ;XOF; ;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-05-07T23:57:40;NOR
;C1;4111SHELLUNIVER;4111SHELLUNIVER;4111SHELLUNIVER;SHELL UNIVERSITE COCODY; ;2024-04-24T02:52:14;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA;0749422492;900;2025-04-18T03:22:02;AIRSI
;01;4111SHOP;4111SHOP;4111SHOP;SHOP LA 7EME TRANCHE;CI-ABJ-2012-A-1868;2021-10-13T06:02:40; ;XOF;1008510A;500000.0;CC1;SERAPHIN;OLGA; ;900;2025-01-27T23:30:00;NOR
;01;4111SICI;4111SICI;4111SICI;SICI (CASH IVOIRE);CI-ABJ-2005-B-3213;2021-12-15T19:51:36; ;XOF;0694682 A;1000000.0;CC1;TOURE;OLGA; ;200;2024-09-04T00:04:50;NOR
;01;4111SICOMEX;4111SICOMEX;4111SICOMEX;SICOMEX;CI-ABJ-2002-A-260797;2021-11-24T03:08:36; ;XOF;9000577M;3000000.0;CHFM10;TOURE;OLGA; ;200;2025-03-21T04:31:37;NOR
;01;4111SICOMEX-2PL;4111SICOMEX;4111SICOMEX-2PL;SICOMEX II PLATEAUX;CI-ABJ-2002-A-260797;2022-04-08T22:10:36; ;XOF;9000577M;0.0;CHFM10;TOURE;OLGA; ;200;2024-08-13T07:43:20;NOR
;01;4111SICOMEX-ANG;4111SICOMEX;4111SICOMEX-ANG;SICOMEX 8e TRANCHE ;CI-ABJ-2002-A-260797;2022-06-15T20:51:11; ;XOF;9000577M;190000.0;CHFM10;TOURE;OLGA; ;200;2025-06-27T04:15:01;NOR
;01;4111SICOMEX-CAN;4111SICOMEX;4111SICOMEX-CAN;SICOMEX RUE CANAL;CI-ABJ-2002-A-260797;2022-06-15T20:53:14; ;XOF;9000577M;0.0;CHFM10;TOURE;OLGA; ;200;2024-08-13T07:43:50;NOR
;01;4111SICONEX-CI;4111SICONEX-CI;4111SICONEX-CI;SOCIETE SICONEX -CI;CI-ABJ-032022B120035;2022-09-06T07:57:11; ;XOF;2210565G;3000000.0;CH15DFAC;TOURE;OLGA;0753269545;200;2025-07-03T03:21:04;NOR
;C1;4111SICONEX-YOP;4111SICONEX-YOP;4111SICONEX-YOP;SICONEX YOPOUGON TOIT ROUGE;CIABJ032022B1200357;2025-03-14T03:45:42;ABIDJAN;XOF;2210565G;3000000.0;CH15DFAC;TOURE;OLGA;0768907585;200;2025-04-15T21:25:33;AIRSI
;01;4111SICS;4111SICS;4111SICS;SICS;CI-ABJ-1969-B-126;2022-08-09T22:03:42; ;XOF;0105347K;5000000.0;CH20;OLGA;OLGA;0709200919;100;2024-07-17T03:04:08;NOR
;C1;4111SID-BEKLOMA;4111SID-BEKLOMA;4111SID-BEKLOMA;SID BLEKOMA SHELL AENO-CITE;CIABJ032022B1207105;2025-05-07T03:55:15;ABIDJAN;XOF;2245424H;500000.0;CC1;SERAPHIN;OLGA;0707096345;900;2025-05-07T03:55:15;NOR
;01;4111SIDI;4111SIDI;4111SIDI;SIDI ETHMANE (MANSOURA YOPOUGON);CI-GRDBSM-2021A-2423;2022-10-20T05:59:21; ;XOF;2186427B;1000000.0;CC1;TOURE;OLGA;0102868787;200;2024-10-21T23:13:17;NOR
;C1;4111SIDI-BING;4111SIDI-BING;4111SIDI-BING;SIDI ETHMANE MANSOURA BINGERVILLE;CI-GRDBSM2021A2423;2023-11-23T00:05:16; ;XOF;2186427B;500000.0;CC1;TOURE;OLGA;0759629472;200;2025-04-25T05:19:10;NOR
;C1;4111SIDI-ELMOCT;4111SIDI-ELMOCT;4111SIDI-ELMOCT;SIDI ELMOCTAR AG EGLESS; ;2023-09-11T21:03:49;ABIDJAN;XOF; ;5000000.0;CC1;KANI;OLGA;0152755035;300;2024-05-13T00:09:51;AIRSI
;01;4111SIDI;4111SIDI;4111SIDI-LOKOUA;SIDI ETHMANE (MANSOURA LOKOUA);CI-GRDBSM-2021A-2423;2023-05-10T22:12:07; ;XOF;2186427B;0.0;CC1;TOURE;OLGA;0102868787;200;2024-08-23T05:47:25;NOR
;01;4111SIDIBE;4111SIDIBE;4111SIDIBE;SIDIBE; ;2022-02-18T02:10:42;ABIDJAN;XOF; ;10000000.0;CC1;SYNA;OLGA; ;300;2024-10-16T02:19:41;AIRSI
;01;4111SIDIMOHAMED;4111SIDIMOHAMED;4111SIDIMOHAMED;SIDI MOHAMED; ;2022-11-18T03:19:41; ;XOF; ;0.0;CC1;TOURE;OLGA;0709444429;200;2024-08-23T05:45:33;AIRSI
;01;4111SIETH;4111SIETH;4111SIETH;SOCIETE IVOIRIENNE D'EXPLOITAT° TOU;CI-ABJ-2007-B-6324;2023-06-22T20:52:56;COCODY II PLATEAUX;XOF;0802813S;2000000.0;CH10;DABA;OLGA; ;400;2025-03-25T21:21:08;NOR
;01;4111SIGFICO;4111SIGFICO;4111SIGFICO;SIGFICO DISTRIBUTION;CI-ABJ-2016-A-68;2022-02-10T00:41:05; ;XOF;1612517 N;2500000.0;CHFM10;TOURE;AYEKOUE; ;200;2024-12-26T22:20:53;NOR
;C1;4111SIH;4111SIH;4111SIH;SOCIETE IVOIRIENNE D'HOTELLERIE;CI-ABJ032022B1311732;2024-07-24T23:26:53;ABIDJAN;XOF;2245387D;2000000.0;CH15DFAC;SERGEMOTTO;OLGA;0566129996;100;2024-07-24T23:26:53;AIRSI
;C1;4111SILS;4111SILS;4111SILS;SOCIETE INTERNATIONALE DE LOGISTIQU;CIABJ2014-M-18751;2024-09-19T23:38:25;ABIDJAN;XOF;1427726N;500000.0;CC1;ASSAMOI;OLGA;0706744267;400;2024-12-29T01:05:49;AIRSI
;01;4111SILVER;4111SILVER;4111SILVER;SILVER MOON;CI-ABJ032017B1230657;2022-09-16T05:40:20; ;XOF;1755062G;5000000.0;CH15JFIN15;DABA;OLGA;0769979798;400;2025-05-15T22:26:57;NOR
;01;4111SIMPORE;4111SIMPORE;4111SIMPORE;SIMPORE PAUL; ;2022-02-18T02:13:37;ABIDJAN;XOF; ;1000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111SIPG;4111SIPG;4111SIPG;SIPG - LE GRAND LARGE;CI-ABJ-2005-B-2198;2021-11-18T20:48:49;ABIDJAN;XOF;0513309N;9000000.0;FRCHQ30FAC;CODJO;OLGA;0707293567;400;2025-04-12T03:58:28;NOR
;C1;4111SIRABA-CI;4111SIRABA-CI;4111SIRABA-CI;SIRABA COTE D'IVOIRE;CI-ABJ032021B1205398;2023-09-30T00:12:41;COCODY BONOUMIN;XOF;2192594H;500000.0;CC1;CODJO;OLGA; ;400;2024-07-06T04:11:25;NOR
;C1;4111SIREL;4111SIREL;4111SIREL;SIREL;CIABJ1998-B227-969;2024-03-16T03:01:38;ABIDJAN;XOF;9902124Y;2000000.0;FRCHQ30FAC;DABA;OLGA;0747224029;400;2025-05-23T02:21:43;AIRSI
;C1;4111SIRGHO;4111SIRGHO;4111SIRGHO;SIRGHO; ;2025-03-06T05:01:28;ABIDJAN;XOF; ;500000.0;CH15DFAC;CODJO;OLGA;0707415034;400;2025-03-06T05:01:28;AIRSI
;01;4111SIRIKI;4111SIRIKI;4111SIRIKI;SIRIKI KARAMOKO; ;2022-02-18T02:12:34;ABIDJAN;XOF; ;7000000.0;CC1;KANI;OLGA; ;300;2025-03-05T20:48:22;AIRSI
;C1;4111SISSILI;4111SISSILI;4111SISSILI;LE SISSILI;CIGRDBSM-2023-B-795;2024-10-18T03:51:10;A;XOF; ;2000000.0;CH15DFAC;DABA;OLGA; ;400;2025-06-13T05:53:09;AIRSI
;01;4111SITA;4111SITA;4111SITA;SOCIETE INDUSTRIELLE DE TRANSFORMAT;CI-ABJ2014B17094;2024-10-02T19:53:22;ABIDJAN-TREICHVILLE;XOF;1432262S;5000000.0;FRCHQ07DF;OLGA;OLGA; ;100;2025-05-08T21:43:29;NOR
;01;4111SIVS;4111SIVS;4111SIVS;DOUDOU PIZZA;CI-ABJ-2017-B-704;2021-08-06T20:51:50;ABIDJAN;XOF;1701682E;15000000.0;FRCHQ30FM10;SERGEMOTTO;SERGEMOTTO;0566619677;400;2025-06-21T02:54:30;NOR
;C2;4111SKY-GOLD;4111SKY-GOLD;4111SKY-GOLD;SKY GOLD FOOD DISTRIBUTION SARL;BF-OUA012022B1210581;2023-11-06T23:31:38;OUAGADOUGOU;XOF;00187149C;70000000.0;CC1;OLGA;OLGA;07008756;100;2024-05-13T00:09:51;EXO
;01;4111SMART;4111SMART;4111SMART;SMART HOTEL ABIDJAN;CI-ABJ-2014-B-8047;2022-07-21T01:37:38; ;XOF;1430417 Q;10000000.0;FRCHQ30FM10;OLGA;OLGA; ;400;2025-05-23T02:48:34;NOR
;01;4111SMARTBUY;4111SMARTBUY;4111SMARTBUY;SMART BUY SARL;CI-ABJ-032021B120261;2022-07-27T02:40:45; ;XOF;2144709K;1500000.0;CC1;TOURE;OLGA;0585434045;200;2024-12-13T22:13:20;NOR
;C1;4111SMOKEHOUSE;4111SMOKEHOUSE;4111SMOKEHOUSE;SMOKE HOUSE GROUP ;CIABJ03-2020B1200451;2025-01-14T21:57:58;ABIDJAN;XOF; ;0.0;CC1;CODJO;OLGA;0757653507;400;2025-01-14T21:57:58;AIRSI
;C1;4111SMOOY;4111SMOOY;4111SMOOY;SMOOY RIVIERA;CI-ABJ032016B1326004;2024-01-05T05:43:48;ABIDJAN;XOF;1650486A;1000000.0;CC1;DAHAN;OLGA;0504667667;200;2025-06-24T07:09:27;AIRSI
;01;4111SNCI;4111SNCI;4111SNCI;SNCI; ;2021-09-16T03:35:27;ABIDJAN;XOF; ;2000000.0;CC1;SYNA;SYNA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111SOARES;4111SOARES;4111SOARES;SOARES ;CI-ABJ-2015-B-13171;2021-12-10T05:22:09; ;XOF;1527532 G;1000000.0;CH10;SERAPHIN;OLGA; ;900;2025-05-20T03:32:15;NOR
;01;4111SOARES-IND;4111SOARES;4111SOARES-IND;SOARES ZONE INDUSTRIELLE;CI-ABJ-2015-B-13171;2022-06-15T20:48:23; ;XOF;1527532 G;0.0;CH10;SERAPHIN;OLGA; ;900;2024-08-23T21:53:30;NOR
;01;4111SOARES;4111SOARES;4111SOARESAKWAB;SOARES  MARHABA AKWABA;CI-ABJ-2015-B-13171;2022-03-02T05:14:19; ;XOF;1527532 G;0.0;CC1;SERAPHIN;OLGA; ;900;2024-08-23T21:53:48;NOR
;01;4111SOARES;4111SOARES;4111SOARESFAYA;SOARES  MARHABA FAYA MITTERAND ;CI-ABJ-2015-B-13171;2022-03-02T05:12:19; ;XOF;1527532 G;0.0;CC1;SERAPHIN;OLGA; ;900;2024-08-23T21:54:13;NOR
;01;4111SOARES;4111SOARES;4111SOARESLATRI;SOARES  MARHABA LATRILLE;CI-ABJ-2015-B-13171;2022-03-26T03:40:22; ;XOF;1527532 G;0.0;CC1;SERAPHIN;OLGA; ;900;2024-08-23T21:54:31;NOR
;01;4111SOARES;4111SOARES;4111SOARESPALM;SOARES  MARHABA PALMERAIE;CI-ABJ-2015-B-13171;2022-03-02T05:15:35; ;XOF;1527532 G;0.0;CH10;SERAPHIN;OLGA; ;900;2024-08-23T21:54:54;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ABENGOU;SOCOCE DEMI GROS ABENGOUROU;CI-ABJ-2019-B-21883;2022-04-01T04:17:37; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ABOBO;SOCOCE DEMI GROS ABOBO GENDARMERIE;CI-ABJ-2019-B-21883;2022-03-02T23:22:57; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ABOBOTE;SOCOCE DEMI GROS ABOBOTE;CI-ABJ-2019-B-21883;2022-03-02T22:57:42; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-AKEKOI;SOCOCE DEMI GROS AKEKOI;CI-ABJ-2019-B-21883;2022-03-02T22:29:06; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ANGRE;SOCOCE DEMI GROS CHU D'ANGRE;CI-ABJ-2019-B-21883;2022-03-02T22:54:21; ;XOF;1973269P;35000000.0;VIR45;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ANYAMA;SOCOCE DEMI GROS ANYAMA;CI-ABJ-2019-B-21883;2022-03-10T02:15:17; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ATTOBAN;SOCOCE DEMI GROS ATTOBAN;CI-ABJ-2019-B-21883;2022-03-02T21:25:36; ;XOF;1973269P;35000000.0;VIR45;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BASSAM;SOCOCE DEMI GROS BASSAM;CI-ABJ-2019-B-21883;2022-03-02T22:30:29; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BELAIR;SOCOCE DEMI GROS YOP BEL AIR;CI-ABJ-2019-B-21883;2022-03-02T23:20:07; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BELLEVI;SOCOCE PROCASH ABOBO BELLEVILLE;CI-ABJ-2019-B-21883;2023-05-12T05:44:14; ;XOF;1973269P;35000000.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BINGERV;SOCOCE DEMI GROS BINGERVILLE;CI-ABJ-2019-B-21883;2022-03-02T22:23:06; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BONOUA;SOCOCE DEMI GROS BONOUA;CI-ABJ-2019-B-21883;2022-03-29T05:07:55; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BOUAFLE;SOCOCE DEMI GROS BOUAFLE;CI-ABJ-2019-B-21883;2022-03-02T22:34:29; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BOUAKE;SOCOCE PROCASH BOUAKE;CI-ABJ-2019-B-21883;2022-03-02T23:28:06; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-BOUNDIA;SOCOCE DEMI GROS BOUNDIALI;CI-ABJ-2019-B-21883;2022-03-02T23:21:21; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOC-DABOU;4111SOCOCE;4111SOC-DABOU;SOCOCE DEMI GROS DABOU;CI-ABJ-2019-B-21883;2022-11-15T05:25:37; ;XOF;1973269P;0.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2024-05-13T00:09:51;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-DALOA;SOCOCE DEMI GROS DALOA;CI-ABJ-2019-B-21883;2022-03-02T22:36:25; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-DIMBOKR;SOCOCE DIMBOKRO;CI-ABJ-2019-B-21883;2023-01-18T02:18:57; ;XOF;1973269P;35000000.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-DIVO;SOCOCE DEMI GROS DIVO;CI-ABJ-2019-B-21883;2022-03-02T22:19:20; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-DUEKOUE;SOCOCE DEMI GROS DUEKOUE;CI-ABJ-2019-B-21883;2022-03-02T22:26:20; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ETOILE;SOCOCE ABOBO ETOILE;CI-ABJ-2019-B-21883;2022-06-18T04:03:44; ;XOF;1973269P;35000000.0;CHFM10;OLGA;OLGA;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOC-GAGNOA;4111SOCOCE;4111SOC-GAGNOA;DEMI GROS GAGNOA;CI-ABJ-2019-B-21883;2022-12-10T05:12:33; ;XOF;1973269P;0.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2024-05-13T00:09:51;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-GUIGLO;SOCOCE DEMI GROS GUIGLO;CI-ABJ-2019-B-21883;2022-03-02T22:10:28; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ISSIA;SOCOCE DEMI GROS ISSIA;CI-ABJ-2019-B-21883;2022-04-16T03:01:48; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-KORHOGO;SOCOCE DEMI GROS KORHOGO;CI-ABJ-2019-B-21883;2022-03-02T22:55:55; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-KOUMASS;SOCOCE DEMI GROS KOUMASSI;CI-ABJ-2019-B-21883;2022-03-02T21:55:50; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-KOUTE;SOCOCE DEMI GROS YOPOUGON KOUTE;CI-ABJ-2019-B-21883;2022-03-02T22:31:35; ;XOF;1973269P;35000000.0;VIR45;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-MAN;SOCOCE PROCASH MAN;CI-ABJ-2019-B-21883;2022-03-02T23:26:22; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-MEAGUI;SOCOCE DEMI GROS MEAGUI;CI-ABJ-2019-B-21883;2022-03-02T23:02:04; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-NDOTRE;SOCOCE DEMI GROS N'DOTRE;CI-ABJ-2019-B-21883;2022-03-02T22:28:04; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ODIENNE;SOCOCE DEMI GROS ODIENNE;CI-ABJ-2019-B-21883;2022-03-02T22:38:05; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-PK18;SOCOCE DEMI GROS ABOBO PK18;CI-ABJ-2019-B-21883;2022-03-02T22:49:56; ;XOF;1973269P;35000000.0;VIR45;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-PLATEAU;SOCOCE DEMI GROS II PLATEAUX;CI-ABJ-2019-B-21883;2022-03-02T22:48:47; ;XOF;1973269P;35000000.0;VIR45;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-SANPEDR;SOCOCE DEMI GROS SAN PEDRO;CI-ABJ-2019-B-21883;2022-03-02T23:09:53; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-SASSAND;SOCOCE DEMI GROS SASSANDRA;CI-ABJ-2019-B-21883;2022-03-02T23:00:29; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-SEGUELA;SOCOCE DEMI GROS SEGUELA;CI-ABJ-2019-B-21883;2022-09-21T03:02:23; ;XOF;1973269P;35000000.0;CHFM10;OLGA;OLGA;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-SOGEPHI;SOCOCE DEMI GROS SOGEPHIA;CI-ABJ-2019-B-21883;2022-03-02T22:52:02; ;XOF;1973269P;35000000.0;VIR45;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-SOUBRE;SOCOCE DEMI GROS SOUBRE;CI-ABJ-2019-B-21883;2022-03-02T22:25:04; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOC-TOUBA;4111SOCOCE;4111SOC-TOUBA;SOCOCE TOUBA CI SA;CI-ABJ-2019-B-21883;2022-09-16T05:34:50; ;XOF;1973269P;0.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2024-05-13T00:09:51;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-TOUMODI;SOCOCE DEMI GROS TOUMODI;CI-ABJ-2019-B-21883;2022-03-02T22:59:00; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-TREICHV;SOCOCE DEMI GROS TREICHVILLE;CI-ABJ-2019-B-21883;2022-03-02T23:11:15; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-VAVOUA;SOCOCE DEMI GROS VAVOUA;CI-ABJ-2019-B-21883;2022-03-02T22:35:26; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-YAKRO;SOCOCE PROCASH YAMOUSSOUKRO;CI-ABJ-2019-B-21883;2022-03-02T23:29:49; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOC-ZONE4;SOCOCE DEMI GROS ZONE 4;CI-ABJ-2019-B-21883;2022-03-02T23:24:20; ;XOF;1973269P;35000000.0;CHFM10;OLGA; ;2721243663;200;2025-02-10T23:41:05;NOR
;01;4111SOCIALMARKE;4111SOCIALMARKE;4111SOCIALMARKE;SOCIAL MARKET;CIABJ032022B1600062;2022-12-07T03:57:33; ;XOF;2242785B;500000.0;ES3;TOURE;OLGA;0707536654;200;2024-08-23T05:46:09;NOR
;01;4111SOCIETENARJ;4111SOCIETENARJ;4111SOCIETENARJ;SOCIETE NARJES SARL;CIABJ032023B1200547;2023-06-14T04:51:21;COCODY ANGRE;XOF;2300359S;1000000.0;CC1;DABA;OLGA; ;400;2025-06-13T05:52:53;AIRSI
;01;4111SOCIETENEJA;4111SOCIETENEJA;4111SOCIETENEJA;SOCIETE NEJAH SAADA DISTRIBUTION;CI-ABJ-2017-B-303;2023-04-14T04:08:03;COCODY ABATTA;XOF;1701073E;250000.0;CC1;TOURE;OLGA; ;200;2024-08-03T04:25:24;NOR
;01;4111SOCOCE;4111SOCOCE;4111SOCOCE;SOCOCE CI SA;CI-ABJ-2019-B-21883;2021-06-09T03:48:28; ;XOF;1973269P;35000000.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2025-06-20T06:19:19;NOR
;C2;4111SOCOCE;4111SOCOCE;4111SOCOCE-AGNI;SOCOCE AGNIBILEKRO;CI-ABJ-2019-B-21883;2024-01-30T05:39:52;AGNIBILEKRO;XOF;1973269P;35000000.0;FRCHQ05DF;OLGA;OLGA; ;200;2025-02-10T23:41:05;NOR
;C2;4111SOCOCE;4111SOCOCE;4111SOCOCE-BONG;SOCOCE BONGOUANOU; ;2023-09-12T06:19:42;BONGOUANOU;XOF; ;35000000.0;FRCHQ30FM15;OLGA;OLGA; ;200;2025-02-10T23:41:05;NOR
;01;4111SOCOFRAIS;4111SOCOFRAIS;4111SOCOFRAIS;SBV SOCOFRAIS; ;2022-03-02T19:48:01; ;XOF; ;6000000.0;CHFM10;GOMIS;OLGA; ;200;2025-01-28T00:37:31;NOR
;C1;4111SOCONDIS;4111SOCONDIS;4111SOCONDIS;SOCIETE DE CONDITIONNEMENT;CI-ABJ2020B03594;2023-11-09T23:48:32;ABIJAN COCODY;XOF;2013383L;1000000.0;CH10;CODJO;OLGA; ;400;2024-07-04T05:53:19;AIRSI
;01;4111SOCOPAA;4111SOCOPAA;4111SOCOPAA;SOCOPAA SCOOPS;CI-ABJ-2020-M-08;2022-09-22T05:06:06; ;XOF;1625838 V;2000000.0;CH15JFIN15;DABA;OLGA;0758300001;400;2024-05-13T00:09:51;NOR
;C1;4111SOCOR;4111SOCOR;4111SOCOR;SOCOR JUNGLE BAR;CI-ABJ-032022B120250;2024-08-22T05:09:18;ABIDJAN;XOF;2241857Q;1500000.0;CC1;CODJO;OLGA;0709506060;400;2024-08-22T05:09:18;AIRSI
